id,tokens,tags
1229,dann kümmere ich mich darum,2
1230,Augenblick,6
1231,UAV Operator für Teamleader kommen,4
1232,UAV Operator hört,5
1233,du hattest mich gerufen?,3
1234,ja,7
1235,wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden,2
1236,ich schick dir jetzt das Foto,2
1237,ja,7
1238,Könnten -,6
1239,darauf kann ich sehen wo der Standort ist?,3
1240,müsste zu erkennen sein,7
1241,ja verstanden,2
1242,der Teamleadaer von Operator 1 kommen,4
1243,ich höre,5
1244,also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden,2
1245,Frage: Raum weiter erkunden?,3
1246,ja richtig,7
1247,der Angriffstrupp musste raus,2
1248,der hatt' keine Luft mehr den Raum weiter erkunden,2
1249,ja ist verstanden,2
1250,Lena für Benno,4
1251,Lena hört,5
1252,Lena jetzt sag mir mal genau den Standort dieser Person,3
1253,ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen,2
1254,das ist könnte aber eventuell eine andere Person sein,2
1255,ja habe verstanden,2
1256,Benno für Lena,4
1257,ich höre,5
1258,ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden,2
1259,du hast mir jetzt ein weiteres Foto geschickt ist das richtig?,3
1260,ich habe drei geschickt,7
1261,Benno für Lena,4
1262,Operator 2 für Teamleader kommen,4
1263,Operator 2 hört,5
1264,folgenden Auftrag: den gleichen Weg nehmen wie Operator 1,1
1265,Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,1
1266,schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist,1
1267,ja ist soweit verstanden,7
1268,der Teamleader von Operator 1,4
1269,ich höre,5
1270,im ersten großen Raum eine Person gefunden,2
1271,prima,2
1272,ich schick dir den Angriffstrupp,2
1273,Operator 1 der Angriffstrupp ist unterwegs,2
1274,rechte Treppe hoch rechts in den Raum rein korrekt?,3
1275,ja richtig so,7
1276,verstanden,2
1277,Benno für Lena,4
1278,höre,5
1279,ich habe Rauch gefunden und weitere Personen,2
1280,schi-,6
1281,ich versuch dir nochmal die Bilder zu schicken,2
1282,ja verstanden,2
1283,bin - ich – k-,6
1284,kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden,2
1285,ja das habe ich verstanden,2
1286,Operator 1 für Teamleader kommen,4
1287,ja ich höre dich,5
1288,hast du von der Person ein Foto gemacht und mir geschickt?,3
1289,Fo-,6
1290,ja Foto gemacht habe ich,7
1291,ich weiß bloß nicht ob es angekommen ist,2
1292,ist das der Mensch der da an einem Pfeiler hockt?,3
1293,ganz genau,7
1294,phantastisch,2
1295,Benno für Lena,4
1296,ich höre Lena,5
1297,also - die Person müsste hinter dem großen Hochofen auf dem freien Weg sein,2
1298,der Akku ist jetzt leer,2
1299,wir müssen jetzt auch landen und warten am Boden auf weitere Anweisungen,2
1300,ja verstanden,2
1301,ist das welcher Hochofen ist es der rechte oder der linke von uns aus gesehen?,3
1302,der eine ist nur das Gerüst und der andere ist voll ich meine den vollen,2
1303,ist das der der von dir weiter entfernt ist?,3
1304,ja das ist richtig,7
1305,hab ich verstanden,2
1306,neuer Auftrag ist: Akku tauschen damit die Drohne wieder fliegen kann,1
1307,ja das habe ich verstanden,7
1308,der Teamleader von Operator 1 kommen,4
1309,ich höre,5
1310,ja Frage: soll ich nach weiteren Personen suchen?,3
1311,ja klar,7
1312,einen Augenblick ich melde mich gleich,6
1313,erst muss der Angriffstrupp da gewesen sein,2
1314,ja verstanden,2
1315,Benno für Lena,4
1316,wir sind jetzt wieder startklar,2
1317,Lena sag nochmal die letzte Meldung hab ich nicht mitgekriegt,3
1318,wir sind jetzt wieder startklar,2
1319,neuer Akku ist bereit,2
1320,ja,2
1321,ich melde mich sofort,2
1322,Operator 1 für Teamleader kommen,4
1323,hier Operator 1,5
1324,der Raum ist vollständig abgesucht?,3
1325,bis zum Opfer auf jeden Fall,7
1326,gibt es noch mehr Raum der noch nicht abgesucht ist?,3
1327,ja,7
1328,der Bereich hinter dem Pfeiler also hinter dem Teil wo die Person war,2
1329,jo,2
1330,dann bitte weiter suchen,1
1331,ja ist verstanden,7
1332,Operator 2 für Teamleader kommen,4
1333,Operator 2 für Teamleader kommen,4
1334,ja hört,5
1335,wo bist du jetzt? Standort,3
1336,mach mal Fotos auch,1
1337,wenn du was findest dass man den Weg nachvollziehen kann,2
1338,ja mach ich,7
1339,ich bin gerade dabei einfach schon mal Richtung den Weg zu kommen wo der Operator 1 lang gefahren ist,2
1340,ja,2
1341,dein Auftrag ist an diesem Raum vorbei wo der Operator 1 drin ist und da ab da weiter zu suchen nach Menschen,1
1342,ja,7
1343,und das Fass hast du gesagt da soll ich dran vorbei fahren ne?,3
1344,ja korrekt,7
1345,das Fass das steht dort irgendwo das war nur zur Orientierung,2
1346,aber mach mir mal ein Foto von dem Fass,1
1347,ja mache ich,7
1348,Lena für Benno kommen,4
1349,Lena hört,5
1350,Lena du hast alle Fotos jetzt von einer Stelle aus gemacht,2
1351,ich möchte mal dass du mit der Drohne jetzt weiter fliegst zum anderen Hochofen quasi von der anderen Seite der Einsatzstelle aus Fotos machst,1
1352,mit der - mit der Drohne,6
1353,und guckst ob du von dort aus noch Personen erkennen kannst,1
1354,das habe ich verstanden,7
1355,Operator 2 wie ist dein Standort?,3
1356,wir haben gerade ein kleines technisches Problem,2
1357,ich melde mich gleich,2
1358,verstanden,2
1359,Benno für Lena,4
1360,Benno für Lena,4
1361,ich höre,5
1362,ich hab dir gerade ein Übersichtsbild geschickt da erkennt man den gefüllten - also den großen Hochofen sag mir wo du hinmöchtest,2
1363,dass du dieses Bild nochmal machst aber reinzoomst,1
1364,wo soll ich reinzoomen in den - eher in den Hochofen oder genau in die Mitte?,3
1365,das gleiche Bild was du jetzt gemacht hast da in die Mitte reinzoomen da wo die Rauchentwicklung ist,2
1366,das habe ich verstanden,2
1367,Operator 1 und 2 für Teamleader kommen,4
1368,hier Operator 1,5
1369,wer von euch beiden hat 'n Foto gemacht auf der Treppe?,3
1370,ja das habe ich gemacht,2
1371,Benno für Lena,4
1372,ich höre,5
1373,ich hab dir nochmal ein Bild ein herangezoomtes Bild geschickt wo der Qualm besser zu sehen ist aber keine Personen gefunden von dieser Position aus,2
1374,verstanden,2
1375,Lena dann flieg mal mit deinem Fluggerät da weiter ja weiter nach rechts würde ich jetzt erst mal sagen was immer auch rechts sein mag so wie du jetzt guckst quasi in deiner Position in Richtung deiner Position,1
1376,Lena für Benno?,4
1377,Lena hört,5
1378,flieg mal mit der Drohne genau in die andere Richtung,1
1379,ich seh dich auf dem Bildschirm,2
1380,wir müssen gerade den Akku tauschen,2
1381,ich schick dir jetzt noch mal ein Bild von weit oben rechts auf dem Bild was nicht mehr zu sehen ist sind diese drei klein' Hochöfen und links ist der ganz große gefüllte Hochofen,2
1382,genau in der Mitte davon also bei den grünen da kommt der Qualm her,2
1383,verstanden,2
1384,der Teamleader von Operator 1 kommen,4
1385,höre,5
1386,ja ich hab den ersten Raum weitestgehend abgesucht gerade so ein bisschen technische Schwierigkeiten,2
1387,geht's einmal die Treppe noch weiter hoch oder soll ich in der Ebene bleiben und nach weiteren Räumen suchen?,3
1388,ich melde mich sofort,2
1389,ja verstanden,2
1390,Benno für Lena,4
1391,ich höre,5
1392,kannst du jetzt nochmal genau beschreiben wo ich hinfliegen sollte?,3
1393,ja ich melde mich gleich,2
1394,Operator 1 für Teamleader kommen,4
1395,Operator 1 für Teamleader kommen,4
1396,Operator 2 für Teamleader kommen,4
1397,hört,5
1398,was machen die technischen Probleme wieder einsatzbereit?,3
1399,negativ,0
1400,verstanden,2
1401,wir stehen in der Nähe des grünen Fasses,2
1402,also ist das grüne Fass kann ich durch die Kamera sehen aber ich kann ihn nicht verfahren,2
1403,das Radar scheint irgendwie nicht richtig zu funktionieren,2
1404,nicht ge- richtig,6
1405,kannst du dich denn noch bewegen?,3
1406,ne ich kann hier nichts machen,0
1407,es sind ja mit drei vier Technikern die ganze Zeit am PC zugange,2
1408,alles klar,2
1409,Foto machen geht auch nicht?,3
1410,ne,0
1411,ich mache hier gar nichts gerade am Rechner,2
1412,alles klar,2
1413,Teamleader von Operator 2 kommen,4
1414,ich höre,5
1415,ja ich gucke mal dass ich dir jetzt ein Foto schicke,2
1416,scheint weiter zu gehen bei uns,2
1417,ja verstanden,2
1418,Lena für Benno,4
1419,Lena hört,5
1420,wenn du jetzt startest den Hochofen der von euch weiter weg ist - von dort aus hätte ich gerne Bilder aus der Mitte zwischen den Hochöfen,1
1421,ja das habe ich verstanden,7
1422,immer noch Menschen suchen ne,1
1423,ja das habe ich auch verstanden,7
1424,ja Benno für den Operator 2 kommen,4
1425,ich höre,5
1426,ja hier steht wieder alles,2
1427,wo ist denn deine Position jetzt?,3
1428,immer noch in der Nähe des grünen Fasses,2
1429,aber hier geht im Moment nichts,2
1430,alles klar,2
1431,Lena für Benno,4
1432,Lena hört,5
1433,zwischen den Hochöfen da steht irgendwo ein grünes Fass und da kommt die Rauchentwicklung her,2
1434,ich hab im Moment keinen Roboter einsatzbereit,2
1435,kannst du gucken ob du dieses Fass findest und entsprechende Bilder machst?,1
1436,ja das habe ich verstanden,7
1437,das hab ich auch verstanden,7
1438,so der Benno für Operator 2 kommen,4
1439,ich höre,5
1440,ja es geht weiter,2
1441,ich habe dir ein Foto geschickt von dem grünen Fass und wo ich mich jetzt gerade befinde,2
1442,ja bleib mal da wo du jetzt bist,1
1443,dieses grüne Fass - da ist der Rauch korrekt?,3
1444,ja ich weiß,7
1445,ich seh den Rauch ab und zu,2
1446,soll ich in die Richtung fahren?,3
1447,fahr zu dem grünen Fass,7
1448,und erkunde um dieses grüne Fass herum warum es da raucht,1
1449,ja verstanden,7
1450,Operator 2 für Teamleader,4
1451,melde mich sofort,6
1452,so der Benno an alle,4
1453,Übungsende,2
1454,die Roboter sollen alle zurückfahren und dann treffen wir uns hier,1
1455,UGV 1 von Teamleader,4
1456,hier UGV 1 kommen,5
1457,du bist soweit?,3
1458,ja natürlich,7
1459,UGV 2 von Teamleader,4
1460,hier UGV-,6
1461,hier UGV 2,5
1462,ihr seid auch soweit?,3
1463,sind bereit ja,7
1464,verstanden,2
1465,UAV 1 von Teamleader,4
1466,hier UAV 1 kommen,5
1467,ihr seid auch soweit?,3
1468,bereit wenn Sie es sind,7
1469,verstanden,2
1470,der Einsatzauftrag kommt wunderbar,2
1471,Teamleader von Mission Commander kommen,4
1472,Teamleader hört,5
1473,wie besprochen Gebiet erkunden rund um die beiden Hochöfen,1
1474,vermutlich Explosion oder irgendwas mit Chemikalien,2
1475,wir wissen nicht ob es eine Leckage ist oder was Anderes,2
1476,Rauchentwicklung ist schon gemeldet worden,2
1477,möglicherweise sind dann auch Personen vermisst,2
1478,also Personensuche voran- bringen,1
1479,und dann eventuell noch nach der Schadenursache gucken,1
1480,das ist verstanden,7
1481,an UGV 1 UGV 2 UAV,4
1482,kurze Lagedarstellung,2
1483,es gab ein'n Zwischenfall zwischen zwei Hochöfen,2
1484,dort werden eine oder mehrere Personen vermisst,2
1485,eine Rauchentwicklung ist zu erkennen,2
1486,und da ist das Einsatzgebiet,2
1487,Auftrag für die UAV 1,1
1488,hören Sie mit?,4
1489,UAV hört,5
1490,genau,2
1491,Auftrag für die UAV 1,1
1492,ich brauch' einmal ein Lagebild von oben wo das komplette Objekt abgebildet wird und dann speziell ein Foto zwischen den beiden Türen,1
1493,verstanden?,3
1494,ein Lagebild von oben komplette Lage und ein Lagebild zwischen den beiden Türen verstanden,7
1495,das ist korrekt,2
1496,bitte auch per Infrarot bitte,1
1497,auf Menschen und sonstige Ereignisse scannen,1
1498,ja beide Bilder in Infrarot ebenfalls,7
1499,korrekt,2
1500,UGV 1 von Teamleader?,4
1501,UGV 1 kommen,5
1502,ja Ihr Auftrag ist in das Objekt reinzufahren und den Schadensort zu scannen zu bebildern,1
1503,ja verstanden,7
1504,ich fahr rein,2
1505,UGV 2 von Teamleader?,4
1506,UGV 2 kommen,5
1507,ebenfalls Ihr Auftrag vom Westen her Richtung Osten die Einsatzstelle anfahren mir Ihrem UGV und Kontrolle ob Menschen zu erkennen sind beziehungsweise ob irgend ein Schadensereignis zu erkennen ist,1
1508,verstanden,7
1509,Mission Commander von Teamleader,4
1510,kommen Sie,5
1511,ja,6
1512,erste Maßnahmen eingeleitet wir erstellen ein Lagebild mit der Drohne von oben und per Infrarot,2
1513,des Weiteren die zwei UGVs eingeteilt die fahren vor zum Schadensereignis zwecks Menschensuche und weitere Lagedarstellung,2
1514,verstanden,2
1515,Teamleader von Mission Commander kommen,4
1516,Teamleader hört,5
1517,welcher Roboter ist jetzt für die Verletztensuche eingeteilt?,3
1518,UGV 1 und UGV 2,2
1519,die suchen Verletzte ein- feststellen,6
1520,die suchen Verletzte feststellen was da genau los ist,2
1521,ja verstanden,2
1522,Teamleader von Mission Commander kommen,4
1523,Teamleader hört,5
1524,Bild von der UAV eingetroffen?,3
1525,ja das erste Bild,7
1526,Teamleader von UGV 1,4
1527,Teamleader hört,5
1528,Rauchentwicklung erste Treppe nach oben,2
1529,ich schick dir mal ein Screenshot,2
1530,korrekt,7
1531,und wenn weitere Erkenntnis das auch melden,1
1532,Teamleader von Mission Commander kommen,4
1533,Teamleader hört,5
1534,aus dem ersten Foto von der UAV mit der Übersicht ist da so ein heller Fleck zu sehen,2
1535,vielleicht kann man nochmal dran zoomen,1
1536,ich weiß nicht was das ist - ob das jetzt eine Person ist oder - das ist,6
1537,ich weiß nicht was das ist - ob das jetzt eine Person ist das ist unten am unteren Rand da ist ein [<unintelligible>],2
1538,kommen,4
1539,Teamleader von UGV 1 kommen,4
1540,Teamleader hört,5
1541,ja ich werde jetzt die Treppe mal hochfahren und weiter erkunden oben,2
1542,ja,7
1543,ja verstanden,2
1544,UGV 1 ist das die erste Etage oder so ne - nur fünf Stufen?,3
1545,ja zwölf Metallstufen,2
1546,verstanden,2
1547,mach mal ein Foto davon,1
1548,Teamleader für UGV 2 kommen,4
1549,Teamleader hört,5
1550,ich bin jetzt auch in der Nähe vom Hochofen angekommen ich sehe Rauchentwicklung und auch einen umgestürtzten blauen Kanister,2
1551,ich schicke Ihnen gleich mal ein Screenshot drüber,2
1552,ja genau,7
1553,bitte darauf achten eine Bezeichnung auf dem Kanister zu erkennen,1
1554,verstanden,7
1555,Teamleader von Mission Commander kommen,4
1556,Teamleader hört,5
1557,liegen irgend welche Erkenntnisse nochmal vor inwiefern die Strukturen noch stabil genug sind um Eingriffstrupp reinzuschicken?,3
1558,UGV 1 UGV 2,4
1559,könnt ihr abschätzen ob das Gebäude noch Tragfähigkeit hat?,3
1560,Teamleader für UGV2 kommen,4
1561,Teamleader für UGV2 kommen,4
1562,Teamleader hört,5
1563,ich habe jetzt d- den Kanister gefunden es handelt sich um Otalin Pera-cet zirka 20 bis 30 liter Fassungsvermögen es scheint auch eine Leckage da zu sein,2
1564,d- den Kanister,6
1565,darüber hinaus habe ich auch - sehe ich auch Teile v-vom Gebäude hier liegen also es - ist - die strukturelle Integrität könnte gefährdet sein,2
1566,darüber hinaus habe ich auch - sehe ich auch,6
1567,v-vom Gebäude,6
1568,also es - ist - die strukturelle Integrität könnte gefährdet sein,6
1569,ja verstanden,2
1570,Mission Commander von Teamleader,4
1571,kommen Sie,5
1572,ja diese Substanz wurde gefunden ein Foto folgt,2
1573,ja verstanden,2
1574,Teamleader für UGV2,4
1575,ich habe jetzt ein Foto gemacht und geschickt vom Conta- von dem Kanister,2
1576,vom Conta- von dem Kanister,6
1577,verstanden,2
1578,Teamleader v-von Mission Commander kommen,4
1579,v-von,6
1580,Teamleader hört,5
1581,sind schon Verletzte gefunden worden?,3
1582,bisher noch nicht wir haben eine Erkenntnis auf auf einem Foto dem gehen wir jetzt nach,2
1583,Teamleader für UGV2 kommen,4
1584,Teamleader für UGV2 kommen,4
1585,Teamleader für UGV2 kommen,4
1586,Teamleader von UAV-Operator kommen,4
1587,Teamleader,5
1588,Teamleader von Mission Commander kommen,4
1589,Teamleader hört,5
1590,Foto von dem blauen Kanister ist eingetroffen,2
1591,auf Nachfrage handelt es sich um Kraftstoff,2
1592,Frage ist der Kanister defekt hat eine Leckage oder ist er noch dicht?,3
1593,ich klär das,2
1594,UGV2 für Teamleader?,4
1595,UGV2 kommen,5
1596,ja der Kanister mit Otalin ist er defekt?,3
1597,ist nur eine kleine Lache oder ist er komplett ausgelaufen?,3
1598,wie viel Liter sind das?,3
1599,so ich kann nicht genau einschätzen wie viel ausgelaufen ist,2
1600,aber eine Leckage hat stattgefunden,2
1601,der K-Kanister hat zirka 30 liter Fassvermögen,2
1602,K-Kanister,6
1603,ich kann aber eine Probe nehmen ich habe einen Arm dabei,2
1604,ja,7
1605,dann bitte eine Probe nehmen,1
1606,gibt's irgendwelche Erkenntnisse wo die Rauchentwicklung herkommt?,3
1607,der GUV1 hat jetzt die Treppe erklommen ich werd' nach der Rauchquelle suchen,2
1608,das ist verstanden,2
1609,aber mein Laser ist ausgefallen ich kann nur noch optisch fahren ist schon sehr verraucht,2
1610,ja verstanden,2
1611,du hast doch auch eine Infrarot-Kamera drauf,3
1612,kannst du damit was erkennen?,3
1613,die funktioniert doch nicht,0
1614,ja verstehe,2
1615,Teamleader für Mission Commander,4
1616,Teamleader hört,5
1617,wir müssten eine Stelle mal genauer untersuchen,1
1618,Teamleader von UGV1 kommen,4
1619,Teamleader für UGV2 kommen,4
1620,kurz warten,6
1621,Teamleader hört,5
1622,wir haben jetzt eine Probe genommen und auch dabei,2
1623,sollen wir jetzt die Suche fortsetzen nach Verletzten oder zurückkehren um die Probe zu analysieren?,3
1624,ja wir konnten bereits feststellen das Otalin was es genau ist fortsetzen der Suche,2
1625,Thorsten kannst du mich noch hören?,3
1626,Teamleader von UGV1 kommen,4
1627,Mission Commander von Teamleader,4
1628,Mission Commander hört,5
1629,ja Rückmeldung,2
1630,Trupp eine Person gefunden wieder aus dem Gefahrenbereich,2
1631,geht jetzt und an den Rettungsdienst übergeben,2
1632,ja verstanden,2
1633,wir bräuchten mal eine genauere Untersuchung Bild Nummer 3,1
1634,Teamleader von UGV1 kommen,4
1635,Teamleader von Mission Commander kommen,4
1636,ja war- kurz warten,6
1637,war- kurz warten,6
1638,UGV1 von Teamleader,4
1639,ja,5
1640,die Verrauchung kommt aus einem grünen Fass ich hab mal ein Screenshot geschickt,2
1641,ich versuch' die Beschriftung noch besser zu fotografieren,2
1642,es ist aber sehr verraucht,2
1643,und mein Laser ist ausgefallen,2
1644,das ist verstanden,2
1645,Teamleader für UGV2 kommen,4
1646,Teamleader hört,5
1647,wir sind jetzt auch an dem grünen Kanister angekommen,2
1648,wir haben einen Arm dabei sehen auch den zweiten Roboter,2
1649,wir können vielleicht etwas bessere Bilder machen,2
1650,ja genau,7
1651,und da wieder die Kennzeichnung die brauchen wir,1
1652,und eine Einschätzung ob Undichtigkeit und wenn ja wie viel Flüssigkeit ausgetreten ist,1
1653,so jetzt mal stopp,1
1654,Teamleader für Mission Commander,4
1655,eine verletzte Person hier in diesen Strukturen,2
1656,Teamleader von Mission Commander,4
1657,Teamleader für UGV2 kommen,4
1658,Teamleader-Funk ist ausgefallen,2
1659,Teamleader für UGV2 kommen,4
1660,Teamleader für Mission Commander kommen,4
1661,Teamleader-Funk ist ausgefallen,2
1662,okay,2
1663,so der Team- der Teamleader hört wieder,2
1664,der Team- der Teamleader,6
1665,Funk funktioniert wieder,2
1666,Teamleader für UGV2 kommen,4
1667,Teamleader hört,5
1668,wir haben den grünen Container identifiziert haben auch ein Foto gemacht und es - es müsste in der Datenbank liegen,2
1669,es scheint - handelt sich um eine gift- giftige entzündliche - hochentzündliche Flüssigkeit,2
1670,es scheint - handelt sich,6
1671,eine gift- giftige,6
1672,entzündliche - hochentzündliche,2
1673,UGV2 von 1,4
1674,UGV1 kommen,5
1675,davor ist noch ein gelber Kanister brennbares Material den hab ich auch mit fotografiert,2
1676,super den habe ich noch nicht gesehen,2
1677,danke schön,6
1678,Teamleader von Mission Commander kommen,4
1679,Teamleader von Mission Commander kommen,4
1680,Teamleader hört,5
1681,wie ist der Stand der Rettung der Verletzten?,3
1682,ein Trupp arbeitet sich vor der Flug-Roboter fliegt vor die Position des Verletzten z- zwecks besseres Auffinden,2
1683,z- zwecks,6
1684,ja verstanden,2
1685,Teamleader von UGV1 kommen,4
1686,Teamleader hört,5
1687,ja ich bin an der Grenze zur Datenübertragung habe ich so den Eindruck,2
1688,da geht alles etwas langsamer aber ich versuch' mal hier die Gegend noch weiter abzusuchen,2
1689,ja,7
1690,Teamleader für UGV2 kommen,4
1691,Teamleader für UGV2 kommen,4
1692,Teamleader hört,5
1693,wir haben noch eine weitere Flasche gefunden mit 'ner Chemikalie,2
1694,wir haben ein Foto gemacht,2
1695,das schicke ich jetzt rüber,2
1696,ja verstanden,2
1697,Teamleader für Mission Commander kommen,4
1698,Teamleader hört,5
1699,aus dem Foto sehe ich jetzt drei Behältnisse,2
1700,haben wir das grüne Fass dann einen roten Kanister und das untere ist ein blauer umgestürtzter Eimer oder was?,3
1701,gibt's da nähere Erkenntnisse drüber?,3
1702,ja die Erkenntnisse was auf dem Foto zu erkennen ist,2
1703,brennbarer mit Wasser gefährlicher gährender Stoff alles Weitere müsst ihr von der Einsatzseite eruieren,2
1704,ja die Bilder sind nicht so ganz scharf,2
1705,kann er noch vielleicht mal eine bessere Auflösung schicken?,1
1706,ich kümmere mich drum,7
1707,UGV 2 von Teamleader,4
1708,UGV 2 kommen,5
1709,ja UGV 2 wir brauchen nochmal schärfere Bilder von dem Fass und der Kennzeichnung,1
1710,ich habe Sie nicht gut verstanden können Sie wiederholen?,3
1711,ja von dem Fass brauchen wir nochmal bessere Bilder und auch von der Kennzeichnung,1
1712,ja ich versuche nochmal zu dem Fass zu fahren,7
1713,es ist sehr verraucht mittlerweile,2
1714,aber ich versuche bessere Bilder aufzunehmen,2
1715,der UGV 1 ist auch in der Nähe ich kann auch nochmal gucken,2
1716,Teamleader vo- für UGV 2 kommen,4
1717,vo- für,6
1718,Teamleader für Mission Commander,4
1719,Teamleader hört,5
1720,nach den Fotos müsste die verletzte Person am linken Hochofen liegen und die UGV 2 müsste da dran vorbei gefahren sein,2
1721,und zwar zwischen der Halle hier wo wir sind und dem Hochofen,2
1722,da müsste die Person liegen,2
1723,der Einsatleiter vom Operator UAV kommen,4
1724,ich hör' dich,5
1725,also derzeit sind wir nicht startbereit mit der UAV,2
1726,weil es noch zu sehr regnet,2
1727,hab verstanden,2
1728,UGV 1 UGV 2 seid ihr startklar?,3
1729,ja ich rolle bereits,7
1730,ja ich rolle auch schon,7
1731,verstanden,2
1732,UGV 1 hast du schon ein Bild gemacht?,3
1733,ist negativ noch nicht,0
1734,dann bitte mal eins gerade vorweg,1
1735,Teamleader von UGV 2,4
1736,hör' dich,5
1737,ja ich hab ein grünes Fass ausgemacht und Rauch,2
1738,hab dir ein Bild gemacht und geteilt,2
1739,verstanden,2
1740,Teamleader von UGV 1,4
1741,starke Rauchentwicklung vor mir,2
1742,ich mach ein Foto und schick's dir,2
1743,Teamleader verstanden,2
1744,Teamleader von UGV 2,4
1745,im ersten Obergeschoss ein grünes Fass und starke Rauchentwicklung,2
1746,ja verstanden,2
1747,Bild hast du verschickt?,3
1748,korrekt,7
1749,Teamleader von UGV 1,4
1750,ich verlasse das Erdgeschoss und gehe ins erste Obergeschoss,2
1751,Teamleader verstanden,2
1752,UGV 2 von Teamleader,4
1753,hört,5
1754,hast du eine Möglichkeit dass Fass näher zu identifizieren was da drin ist?,3
1755,ja warten,7
1756,Teamleader von UGV 1,4
1757,ich habe die Nebelmaschine gefunden,2
1758,ja verstanden,2
1759,mach mal ein Foto,1
1760,UGV 2 von Teamleader kommen,4
1761,hört,5
1762,Frage gerade: aktueller Standort?,3
1763,im ersten Obergeschoss vor einem Hochofen rechtsseitig ein grünes Fass und Rauchentwicklung,2
1764,Teamleader UGV 1,4
1765,Teamleader hört,5
1766,ja ich hab 'n blaues Fass gefunden mit Aufschrift,2
1767,hab dir ein Foto geschickt und werde mich dem jetzt nähern,2
1768,UGV 1 von Teamleader,4
1769,UGV 1 von Teamleader kommen,4
1770,ich höre,5
1771,kommst du näher an das blaue Fass dass wir eine Erkennung haben?,3
1772,ja ich fahr' gerade näher,7
1773,Teamleader von UGV 1,4
1774,UGV 1?,5
1775,ja es handelt sich um einen blauen Kanister der aufrecht steht verschlossen ist mit dem Inhalt Otalin,2
1776,ich hab ein Foto gemacht und schick's dir,2
1777,verstanden,2
1778,von außen keine Gefahrensymbole von der Vorderseite,2
1779,ich werde jetzt noch die rechte Seite erkunden,2
1780,zu allen Roboter mal kurz Stop,1
1781,UAV für Einsatzleiter,4
1782,können wir weitermachen?,3
1783,warten,0
1784,UAV für Teamleader,4
1785,UAV hört,5
1786,Frage: Einsatzbereitschaft?,3
1787,negativ,0
1788,melden wenn Einsatzbereitschaft gegeben,1
1789,verstanden,2
1790,Teamleader von UGV 1,4
1791,Teamleader hört,5
1792,ja Frage: kommen meine Fotos an?,3
1793,warten,6
1794,müsste ein blauer Kanister sein,2
1795,ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden,2
1796,auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade,2
1797,ja okay dann müsste ich dich ja sehen,2
1798,der steht ja vor die Nebelmaschine?,3
1799,ne ich bin vor diesem Hochofen der mehrere Bullaugen hat,2
1800,sag ich mal ne,0
1801,und da bin ich auf einer Seite vom Geländer,2
1802,ich umfahre jetzt diese Bullaugen und müsste dann direkt vor dem Fass stehen,2
1803,ja das ist negativ,0
1804,ich stehe vor dem Fass,2
1805,so kannst du auf deiner Seite bleiben,2
1806,na ja gut dann mach du ein Foto von dem Fass,7
1807,und ich drehe um und erkunde die andere Seite,2
1808,UGV 1 von Teamleader kommen,4
1809,kommen Sie,5
1810,Frage: hast du ein Foto von dem grünen Fass gemacht?,3
1811,ja ist korrekt,7
1812,grüne Fass mit Flasche drauf,2
1813,werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden,2
1814,UGV 1 damit warten,1
1815,also ich stehe jetzt genau vor dem Fass,2
1816,ich werde nochmal ein Foto machen und dir schicken,2
1817,können wir weiterfahren oder warten wir noch?,3
1818,ja können weiter fahren,2
1819,UGV 1 aber warten,1
1820,ja das verstanden,7
1821,weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt,2
1822,ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite,2
1823,Teamleiter verstanden,2
1824,UGV 1 von Teamleader,4
1825,kommen,5
1826,ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich,2
1827,welche rückwärtige Seite vom Fass?,3
1828,Teamleader von UGV 2,4
1829,UGV 2 hört,5
1830,ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen,2
1831,Frage anderer Auftrag?,3
1832,mach mal ein Foto zur Orientierung für mich,2
1833,hab ich schon,2
1834,Teamleader von UGV 2,4
1835,UGV warten,6
1836,Teamleader von UGV 2,4
1837,warten,6
1838,UGV 2 von Teamleader kommen,4
1839,UGV 2 hört,5
1840,Teamleader von UGV 1,4
1841,Teamleader hört,5
1842,ja ich hab dir jetzt erneut das Foto geschickt,2
1843,ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen,2
1844,hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf,2
1845,das ist verstanden,2
1846,jetzt die Frage ob ich mich weiter fortbewegen soll,3
1847,ich kann das Fass noch einmal umkreisen und gucken ob es eine Beschriftung drauf ist,2
1848,negativ,0
